time_s,phase,alpha_command_deg,alpha_actual_deg,theta_actual_deg,position_cm,velocity_cm_s,acceleration_m_s2
1.741999999999919,5.0,35.0,34.476078248505935,4.944116575023921,3.5337237660504965,-12.215237828522813,-0.4997148953848482
1.7429999999999188,5.0,35.0,34.48356284495585,4.944951173083469,3.5214585742545776,-12.265191795919137,-0.49953967396321874
1.7439999999999187,5.0,35.0,34.49094051859934,4.945773679584562,3.50914344614811,-12.315128106467341,-0.4993631054820429
1.7449999999999186,5.0,35.0,34.49821279690506,4.94658427200104,3.4967783995204553,-12.365046627654506,-0.4991852118716554
1.7459999999999185,5.0,35.0,34.5053811855207,4.947383125139083,3.484363452291327,-12.414947229127678,-0.49900601473172534
1.7469999999999184,5.0,35.0,34.512447168584686,4.948170411178976,3.471898622508666,-12.464829782661322,-0.49882553533643037
1.7479999999999183,5.0,35.0,34.519412209033476,4.948946299716219,3.4593839283465404,-12.514694162125279,-0.4986437946395468
1.7489999999999182,5.0,35.0,34.52627774890443,4.949710957801882,3.4468193881030875,-12.564540243453223,-0.4984608132794485
1.749999999999918,5.0,35.0,34.533045209634366,4.9504645499823585,3.434205020198476,-12.614367904611626,-0.49827661158403114
1.750999999999918,5.0,35.0,34.53971599235388,4.951207238338421,3.4215408431729073,-12.664177025569181,-0.49809120957554853
1.7519999999999178,5.0,35.0,34.546291478177395,4.951939182523622,3.4088268756846403,-12.71396748826672,-0.4979046269753702
1.7529999999999177,5.0,35.0,34.55277302848915,4.952660539802087,3.3960631365080527,-12.763739176587585,-0.4977168832086624
1.7539999999999176,5.0,35.0,34.55916198522502,4.9533714650856595,3.3832496445317246,-12.813491976328484,-0.49752799740898884
1.7549999999999175,5.0,35.0,34.56545967115037,4.954072110970447,3.3703864187565538,-12.863225775170767,-0.49733798842283905
1.7559999999999174,5.0,35.0,34.57166739013394,4.954762627772739,3.357473478293902,-12.912940462652175,-0.4971468748140758
1.7569999999999173,5.0,35.0,34.57778642741774,4.955443163564388,3.3445108423637633,-12.962635930139008,-0.49695467486831946
1.7579999999999172,5.0,35.0,34.583818049883206,4.956113864207548,3.3314985302929645,-13.012312070798732,-0.4967614065972512
1.758999999999917,5.0,35.0,34.589763506313446,4.956774873388849,3.3184365615133915,-13.061968779573016,-0.49656708774284625
1.759999999999917,5.0,35.0,34.59562402765182,4.957426332653087,3.3053249555602404,-13.11160595315117,-0.49637173578154803
1.7609999999999169,5.0,35.0,34.601400827256796,4.958068381436227,3.292163732070296,-13.161223489944007,-0.4961753679283563
1.7619999999999167,5.0,35.0,34.60709510115313,4.958701157098007,3.278952910780238,-13.210821290058094,-0.49597800114086743
1.7629999999999166,5.0,35.0,34.61270802827951,4.95932479495394,3.265692511524968,-13.26039925527042,-0.495779652123238
1.7639999999999165,5.0,35.0,34.61824077073266,4.959939428306747,3.252382554235965,-13.309957289003426,-0.49558033733008094
1.7649999999999164,5.0,35.0,34.62369447400791,4.960545188477395,3.2390230589396642,-13.359495296300459,-0.4953800729703089
1.7659999999999163,5.0,35.0,34.62907026723637,4.961142204835532,3.2256140457558624,-13.40901318380155,-0.49517887501090707
1.7669999999999162,5.0,35.0,34.63436926341871,4.9617306048294765,3.212155534896143,-13.458510859719613,-0.49497675918064843
1.767999999999916,5.0,35.0,34.63959255965559,4.9623105140157,3.1986475466623263,-13.50798823381699,-0.494773740973746
1.768999999999916,5.0,35.0,34.644741237374795,4.962882056087823,3.1850901014449438,-13.557445217382332,-0.4945698356534471
1.7699999999999159,5.0,35.0,34.64981636255516,4.963445352905188,3.1714832197217357,-13.60688172320789,-0.494365058255573
1.7709999999999158,5.0,35.0,34.65481898594722,4.964000524520914,3.1578269220561688,-13.656297665567088,-0.49415942359199494
1.7719999999999156,5.0,35.0,34.659750143290836,4.964547689209544,3.144121229095976,-13.705692960192495,-0.49395294625406116
1.7729999999999155,5.0,35.0,34.66461085552954,4.965086963494224,3.1303661615717218,-13.755067524254091,-0.4937456406159638
1.7739999999999154,5.0,35.0,34.669402129021975,4.965618462173412,3.1165617402953836,-13.804421276337898,-0.4935375208380496
1.7749999999999153,5.0,35.0,34.67412495575023,4.966142298347258,3.1027079861589586,-13.853754136424905,-0.49332860087008823
1.7759999999999152,5.0,35.0,34.67878031352522,4.966658583443433,3.0888049201330885,-13.903066025870354,-0.49311889445447404
1.776999999999915,5.0,35.0,34.68336916618915,4.967167427242657,3.074852563265705,-13.952356867383292,-0.4929084151293886
1.777999999999915,5.0,35.0,34.68789246381502,4.967668937903737,3.0608509366806986,-14.001626585006482,-0.49269717623190407
1.7789999999999149,5.0,35.0,34.69235114290338,4.9681632219882434,3.046800061576602,-14.050875104096585,-0.49248519090104254
1.7799999999999148,5.0,35.0,34.69674612657619,4.9686503844847945,3.0326999592252974,-14.100102351304663,-0.4922724720807837
1.7809999999999147,5.0,35.0,34.701078324767956,4.969130528832924,3.0185506509707403,-14.149308254556967,-0.4920590325230244
1.7819999999999145,5.0,35.0,34.70534863441413,4.969603756946615,3.004352158227704,-14.198492743036015,-0.4918448847904951
1.7829999999999144,5.0,35.0,34.70955793963678,4.970070169237408,2.990104502480542,-14.247655747161977,-0.49163004125962356
1.7839999999999143,5.0,35.0,34.71370711192768,4.9705298646371805,2.975807705281968,-14.296797198574312,-0.49141451412335835
1.7849999999999142,5.0,35.0,34.71779701032872,4.9709829406205355,2.9614617882518544,-14.345917030113705,-0.4911983153939443
1.785999999999914,5.0,35.0,34.721828481609734,4.9714294932269,2.94706677307605,-14.395015175804271,-0.4909814569056607
1.786999999999914,5.0,35.0,34.72580236044388,4.971869617082126,2.932622681505214,-14.44409157083602,-0.49076395031749964
1.7879999999999139,5.0,35.0,34.729719469580395,4.972303405419952,2.9181295353536663,-14.493146151547604,-0.4905458071158254
1.7889999999999138,5.0,35.0,34.73358062001496,4.97273095010296,2.903587356498257,-14.542178855409302,-0.4903270386169729
1.7899999999999137,5.0,35.0,34.7373866111576,4.973152341643273,2.888996166877251,-14.591189621006285,-0.49010765596981243
1.7909999999999136,5.0,35.0,34.74113823099821,4.973567669222932,2.8743559884892287,-14.640178388022113,-0.4898876701582764
1.7919999999999134,5.0,35.0,34.744836256269664,4.973977020713917,2.8596668433920063,-14.689145097222497,-0.48966709200384084
