time_s,position_cm,velocity_cm_s,command_angle_deg,motor_angle_deg,acceleration_mps2,step,waypoint
2.4050,-4.99839,0.00000,0.0000,0.0008,0.000000,leg2_settle,2
2.4100,-4.99839,0.00000,0.0000,0.0008,0.000000,leg2_settle,2
2.4150,-4.99839,0.00000,0.0000,0.0007,0.000000,leg2_settle,2
2.4200,-4.99839,0.00000,0.0000,0.0006,0.000000,leg2_settle,2
2.4250,-4.99839,0.00000,0.0000,0.0006,0.000000,leg2_settle,2
2.4300,-4.99839,0.00000,0.0000,0.0005,0.000000,leg2_settle,2
2.4350,-4.99839,0.00000,0.0000,0.0005,0.000000,leg2_settle,2
2.4400,-4.99839,0.00000,0.0000,0.0005,0.000000,leg2_settle,2
2.4450,-4.99839,0.00000,0.0000,0.0004,0.000000,leg2_settle,2
2.4500,-4.99839,0.00000,0.0000,0.0004,0.000000,leg2_settle,2
2.4550,-4.99839,0.00000,0.0000,0.0004,0.000000,leg2_settle,2
